01371092	_hypernym	01352059
02314321	_hypernym	08102555
08621598	_hypernym	08620061
12400489	_hypernym	12651821
10686313	_hypernym	09610660
01444326	_hypernym	01441510
08660339	_hypernym	08512259
07085786	_hypernym	07085375
01938426	_hypernym	01835496
00770151	_hypernym	00766234
01908287	_hypernym	08107499
01046587	_hypernym	01046059
00951037	_hypernym	00949619
13266892	_hypernym	13265904
15121625	_hypernym	00028270
06754184	_hypernym	06753800
01194418	_hypernym	02492198
04105068	_hypernym	04014297
08159924	_hypernym	07971582
06580646	_hypernym	06568978
00968962	_hypernym	00968211
06643408	_hypernym	06797169
06596978	_hypernym	06593296
07572957	_hypernym	07566340
07091902	_hypernym	06290637
02425228	_hypernym	02424695
00062582	_hypernym	00089324
07191777	_hypernym	07191279
00630634	_hypernym	00624738
12406715	_hypernym	12405714
07466557	_hypernym	07470671
01733213	_hypernym	01714208
12224309	_hypernym	11534677
00810729	_hypernym	00811375
09989045	_hypernym	10129825
02802544	_hypernym	03120491
10128909	_hypernym	09606527
07040148	_hypernym	07037465
13060190	_hypernym	12992868
00376400	_hypernym	00376063
01951276	_hypernym	01953810
05154517	_hypernym	04723816
02490004	_hypernym	02488834
02040505	_hypernym	02021795
07434102	_hypernym	07433973
02156546	_hypernym	02609764
00118733	_hypernym	00116687
03547054	_hypernym	04191595
14907122	_hypernym	15047313
00179567	_hypernym	00173338
05027529	_hypernym	05026843
02456493	_hypernym	01544692
12409016	_hypernym	11567411
00216038	_hypernym	00209943
04433585	_hypernym	02886599
04606014	_hypernym	03368141
11460281	_hypernym	11459538
09606009	_hypernym	00007846
01143409	_hypernym	01143040
03171356	_hypernym	04341686
10109443	_hypernym	10341660
04229959	_hypernym	03101986
06972311	_hypernym	06972090
04962240	_hypernym	04961691
06268784	_hypernym	06268096
02446645	_hypernym	02445715
04868748	_hypernym	04826235
11915658	_hypernym	11915214
15256714	_hypernym	05867413
07127252	_hypernym	07109847
01473990	_hypernym	08103777
00560529	_hypernym	00558630
05533948	_hypernym	05248181
01382273	_hypernym	01352059
10299875	_hypernym	09624559
02795169	_hypernym	04531098
10717461	_hypernym	00007846
04364545	_hypernym	03739693
00738747	_hypernym	00983824
08172877	_hypernym	07951464
03273913	_hypernym	04070727
12983961	_hypernym	13024012
09876892	_hypernym	10307234
06742772	_hypernym	06742426
00045145	_hypernym	00047945
06780309	_hypernym	06780069
01453969	_hypernym	01453433
12969670	_hypernym	12969131
11607071	_hypernym	08103777
00056688	_hypernym	00053913
12761123	_hypernym	11567411
02248744	_hypernym	01759182
12242123	_hypernym	13112664
00824066	_hypernym	00826509
01946277	_hypernym	01945845
04372171	_hypernym	03575958
00154778	_hypernym	00153263
14980579	_hypernym	14686352
11805837	_hypernym	11573660
11612349	_hypernym	11608250
07060167	_hypernym	07059255
06934132	_hypernym	06930934
10251779	_hypernym	00007846
04294426	_hypernym	02688443
00937656	_hypernym	00933420
05133287	_hypernym	05129201
01400575	_hypernym	08103777
13951984	_hypernym	13951444
02496816	_hypernym	02539334
05614657	_hypernym	05614175
12202936	_hypernym	13104059
04907269	_hypernym	04616059
00039021	_hypernym	00037396
00828901	_hypernym	00962447
00136152	_hypernym	00134780
04071393	_hypernym	03763968
01567133	_hypernym	01563128
13999663	_hypernym	13998576
00256961	_hypernym	00256746
02267826	_hypernym	02263378
06350918	_hypernym	06350274
05537806	_hypernym	05220461
05505679	_hypernym	05462315
07242324	_hypernym	07241205
00534480	_hypernym	00342028
08279298	_hypernym	08284481
00455599	_hypernym	00407535
04826235	_hypernym	04846770
09190918	_hypernym	00007347
06115476	_hypernym	06000400
02259829	_hypernym	00761713
12099342	_hypernym	13118707
12112008	_hypernym	12102133
03631445	_hypernym	03106110
12373361	_hypernym	11565385
06883725	_hypernym	04416901
10173895	_hypernym	00007846
00746084	_hypernym	01027508
15022389	_hypernym	15022171
05613962	_hypernym	05617107
11627028	_hypernym	11554175
02559752	_hypernym	02452885
09283623	_hypernym	09225146
05060476	_hypernym	05060189
11551211	_hypernym	08220891
00396703	_hypernym	00394813
02674912	_hypernym	02707683
00940214	_hypernym	00126264
10396462	_hypernym	00007846
02216547	_hypernym	01759182
12445848	_hypernym	11561228
00069166	_hypernym	00067999
13149296	_hypernym	13100677
08344301	_hypernym	08342039
00715074	_hypernym	00352826
