03239726	_has_part	03027250
05442131	_has_part	05436080
13627516	_has_part	13627327
13726074	_has_part	13725726
08900535	_has_part	08903220
08806897	_has_part	08807554
12658846	_has_part	07770180
05239808	_has_part	05241827
08766988	_has_part	08769439
04576211	_has_part	02764779
11704791	_has_part	11705052
03386011	_has_part	02811936
09165613	_has_part	09483129
08740875	_has_part	08745901
03579982	_has_part	04170515
09147046	_has_part	04378842
08920924	_has_part	08926543
05513807	_has_part	05457469
06873252	_has_part	06873571
05509889	_has_part	05528060
09044862	_has_part	09105821
04356056	_has_part	03976268
05477686	_has_part	05477305
05496990	_has_part	05499379
04169437	_has_part	04593866
09051235	_has_part	09103943
00832626	_has_part	00659349
08920924	_has_part	08925287
13722757	_has_part	13722522
02464626	_has_part	02463205
04530566	_has_part	04117216
09189411	_has_part	08707917
03158885	_has_part	03474896
08131530	_has_part	08347704
00306426	_has_part	00306900
15037339	_has_part	15037664
03852280	_has_part	03656484
08792548	_has_part	08797840
03530910	_has_part	03532187
13137409	_has_part	07742704
04543772	_has_part	04283378
08929243	_has_part	08929555
03270165	_has_part	04304375
01471682	_has_part	05563034
08720481	_has_part	09341673
13659419	_has_part	13659162
08731606	_has_part	08716738
02942699	_has_part	03340723
08821578	_has_part	08821187
05461179	_has_part	05238282
12358293	_has_part	07822323
15124545	_has_part	15124713
08704822	_has_part	08705251
03484083	_has_part	03485997
02942699	_has_part	04211528
12163824	_has_part	07755411
02795169	_has_part	03533972
09426788	_has_part	09313716
03466162	_has_part	04551375
09014979	_has_part	09263087
05464685	_has_part	05468523
08766988	_has_part	08772667
09029457	_has_part	09029884
08703454	_has_part	09384223
15181718	_has_part	15241777
11456273	_has_part	11455901
08766988	_has_part	09417560
11451442	_has_part	11500968
09189411	_has_part	08717209
02774630	_has_part	03485997
08506641	_has_part	08573674
08131530	_has_part	08132046
01312096	_has_part	01296697
09163192	_has_part	09163584
05549830	_has_part	05556943
15247518	_has_part	15248269
09102016	_has_part	09103648
09140148	_has_part	08605261
09275473	_has_part	08813978
08740875	_has_part	08742743
09117351	_has_part	09453288
05519085	_has_part	05520699
12396924	_has_part	02949691
09049303	_has_part	09112282
03004824	_has_part	03024064
11799732	_has_part	11800236
08977948	_has_part	08978161
12515711	_has_part	12515925
00476389	_has_part	00457228
00028651	_has_part	00027167
09207288	_has_part	08848094
09411430	_has_part	09475292
08847694	_has_part	09044190
06451891	_has_part	06433249
08761244	_has_part	08762104
12678548	_has_part	07765208
09069862	_has_part	09070363
09114696	_has_part	09115315
02581957	_has_part	07778938
08921850	_has_part	08925957
05532225	_has_part	05534712
03278248	_has_part	03033362
02872752	_has_part	04444749
08827126	_has_part	09370773
08734385	_has_part	08735008
03682487	_has_part	02865931
08948155	_has_part	08948346
04379243	_has_part	04381994
05513529	_has_part	05521636
00017222	_has_part	09305358
03791235	_has_part	02974003
13262663	_has_part	13289159
02834778	_has_part	02835915
05460870	_has_part	05285623
05302499	_has_part	05532944
02705201	_has_part	04434285
08766988	_has_part	08773679
11706761	_has_part	07764847
09311259	_has_part	09198574
13724582	_has_part	13724474
09195615	_has_part	09372504
15211484	_has_part	15200164
09148970	_has_part	09224325
03153375	_has_part	03485997
02872752	_has_part	03068707
09095751	_has_part	09096498
15178841	_has_part	15218663
14056280	_has_part	14060256
08949093	_has_part	08950907
09071690	_has_part	09325395
15140405	_has_part	15143477
05560787	_has_part	05573602
05461179	_has_part	05254795
04437953	_has_part	03482523
08709038	_has_part	08756202
09148970	_has_part	09152401
04401088	_has_part	04402580
08893223	_has_part	08893492
08766988	_has_part	08769329
13624509	_has_part	13624190
08766988	_has_part	08772307
08955626	_has_part	08956140
09130076	_has_part	09130714
08191987	_has_part	08193854
00639556	_has_part	05798569
00657604	_has_part	00153105
09044862	_has_part	09356320
02913152	_has_part	04587648
05395690	_has_part	05508943
09069862	_has_part	09070233
03804744	_has_part	03501288
09307902	_has_part	09345932
05461816	_has_part	05295381
08524735	_has_part	08543625
09189411	_has_part	08995862
05538625	_has_part	05600637
13631687	_has_part	13631037
08723006	_has_part	09350524
08820121	_has_part	09420030
00028651	_has_part	08502171
03049457	_has_part	04190052
08083599	_has_part	08085824
05573602	_has_part	05293944
05504532	_has_part	05505131
10287213	_has_part	05220306
09023321	_has_part	09026204
03446268	_has_part	04444345
09147964	_has_part	09148662
12667582	_has_part	07763483
09137869	_has_part	09388318
08766988	_has_part	08772137
03461385	_has_part	04190052
